3199.1,301.33
3198.4,290.69
3197.7,265.84
3197,276.44
3196.3,265.77
3195.6,251.56
3194.8,304.67
3194.1,258.58
3193.4,269.17
3192.7,237.26
3192,308.04
3191.3,361.1
3190.6,276.1
3189.9,272.52
3189.2,276.02
3188.5,247.68
3187.8,275.95
3187.1,297.13
3186.4,272.34
3185.7,279.37
3185,265.19
3184.2,300.51
3183.5,279.26
3182.8,300.43
3182.1,226.17
3181.4,233.21
3180.7,310.9
3180,310.86
3179.3,296.69
3178.6,261.33
3177.9,314.26
3177.2,289.5
3176.5,289.47
3175.8,317.66
3175.1,243.51
3174.3,321.11
3173.6,296.36
3172.9,271.63
3172.2,236.32
3171.5,310.35
3170.8,275.05
3170.1,278.53
3169.4,264.39
3168.7,289.03
3168,274.89
3167.2,288.95
3166.5,306.53
3165.8,302.96
3165.1,292.36
3164.4,306.4
3163.7,299.32
3163,253.51
3162.3,278.12
3161.6,309.76
3160.9,267.48
3160.2,334.31
3159.4,295.56
3158.7,309.59
3158,298.99
3157.3,270.81
3156.6,337.59
3155.9,288.32
3155.2,288.28
3154.5,270.67
3153.8,267.12
3153,288.16
3152.3,256.5
3151.6,295.11
3150.9,245.89
3150.2,319.62
3149.5,256.36
3148.8,284.42
3148.1,270.33
3147.3,287.85
3146.6,266.75
3145.9,280.75
3145.2,263.17
3144.5,298.22
3143.8,266.61
3143.1,238.51
3142.4,249
3141.7,277.01
3140.9,269.96
3140.2,283.95
3139.5,297.93
3138.8,318.92
3138.1,332.89
3137.4,283.8
3136.7,255.73
3135.9,273.21
3135.2,273.17
3134.5,255.63
3133.8,318.61
3133.1,287.06
3132.4,273.02
3131.7,293.99
3130.9,328.94
3130.2,279.91
3129.5,279.87
3128.8,283.33
3128.1,279.79
3127.4,265.77
3126.7,304.19
3125.9,258.7
3125.2,318.09
3124.5,304.07
3123.8,286.55
3123.1,293.5
3122.4,265.51
3121.6,282.94
3120.9,258.46
3120.2,279.37
3119.5,279.34
3118.8,265.33
3118.1,349.07
3117.3,328.08
3116.6,335.02
3115.9,307.06
3115.2,251.2
3114.5,258.14
3113.8,254.62
3113.1,282.48
3112.3,296.39
3111.6,271.94
3110.9,278.88
3110.2,296.27
3109.5,282.29
3108.7,296.19
3108,341.44
3107.3,271.72
3106.6,282.13
3105.9,306.47
3105.2,309.91
3104.4,254.16
3103.7,288.94
3103,295.86
3102.3,288.86
3101.6,309.7
3100.8,257.47
3100.1,281.79
3099.4,271.31
3098.7,285.19
3098,278.19
3097.2,305.97
3096.5,264.21
3095.8,319.79
3095.1,305.85
3094.4,281.48
3093.7,274.49
3092.9,302.25
3092.2,319.57
3091.5,305.64
3090.8,284.76
3090.1,329.86
3089.3,295.1
3088.6,295.06
3087.9,305.43
3087.2,326.21
3086.4,322.69
3085.7,315.71
3085,287.92
3084.3,312.15
3083.6,277.43
3082.8,284.33
3082.1,322.43
3081.4,270.39
3080.7,291.14
3080,315.36
3079.2,273.74
3078.5,297.95
3077.8,301.38
3077.1,273.63
3076.4,311.69
3075.6,283.94
3074.9,325.45
3074.2,263.09
3073.5,297.67
3072.8,301.09
3072,262.99
3071.3,321.77
3070.6,300.97
3069.9,262.88
3069.1,307.8
3068.4,300.84
3067.7,286.97
3067,286.93
3066.2,321.46
3065.5,297.22
3064.8,276.45
3064.1,304.05
3063.3,293.65
3062.6,297.06
3061.9,317.74
3061.2,296.98
3060.4,272.77
3059.7,296.9
3059,317.57
3058.3,258.85
3057.6,327.83
3056.8,296.74
3056.1,320.84
3055.4,251.81
3054.7,338
3053.9,306.92
3053.2,265.5
3052.5,320.62
3051.8,324.03
3051,313.64
3050.3,289.48
3049.6,337.68
3048.8,303.18
3048.1,306.58
3047.4,272.1
3046.7,244.51
3045.9,299.57
3045.2,306.42
3044.5,327.03
3043.8,251.26
3043,268.43
3042.3,292.48
3041.6,313.09
3040.9,309.6
3040.1,343.96
3039.4,309.52
3038.7,275.09
3038,285.37
3037.2,275.01
3036.5,305.91
3035.8,309.31
3035.1,323.01
3034.3,288.61
3033.6,340.1
3032.9,312.57
3032.1,271.32
3031.4,319.36
