3199.22	840.197
3198.51	872.103
3197.81	825.904
3197.1	847.056
3196.4	729.999
3195.69	839.738
3194.98	875.051
3194.28	867.847
3193.57	892.521
3192.87	871.151
3192.16	832.084
3191.45	874.454
3190.75	803.538
3190.04	874.215
3189.34	870.557
3188.63	898.745
3187.92	842.016
3187.22	848.976
3186.51	877.155
3185.8	908.863
3185.09	891.059
3184.39	827.299
3183.68	784.766
3182.97	812.935
3182.27	869.369
3181.56	823.314
3180.85	865.598
3180.14	879.61
3179.44	819.445
3178.73	822.864
3178.02	833.345
3177.31	854.415
3176.6	879.01
3175.89	847.123
3175.19	871.711
3174.48	938.638
3173.77	917.34
3173.06	751.411
3172.35	867.708
3171.64	818.214
3170.93	803.997
3170.23	828.568
3169.52	814.354
3168.81	884.74
3168.1	870.522
3167.39	715.351
3166.68	873.807
3165.97	951.192
3165.26	873.569
3164.55	852.317
3163.84	915.588
3163.13	799.269
3162.42	834.366
3161.71	869.452
3161	816.54
3160.29	798.833
3159.58	809.28
3158.87	861.941
3158.16	802.023
3157.45	882.808
3156.73	847.521
3156.02	875.535
3155.31	840.258
3154.6	868.265
3153.89	910.324
3153.18	906.685
3152.47	825.744
3151.76	843.198
3151.04	906.314
3150.33	934.289
3149.62	804.221
3148.91	860.294
3148.2	849.644
3147.48	810.913
3146.77	856.431
3146.06	887.9
3145.35	880.76
3144.63	859.589
3143.92	873.504
3143.21	894.43
3142.5	894.308
3141.78	781.974
3141.07	869.52
3140.36	862.39
3139.64	876.293
3138.93	862.155
3138.22	886.566
3137.5	893.453
3136.79	882.821
3136.08	844.17
3135.36	889.584
3134.65	878.957
3133.93	889.341
3133.22	840.207
3132.51	871.596
3131.79	934.475
3131.08	860.86
3130.36	815.256
3129.65	850.129
3128.93	822.029
3128.22	884.872
3127.5	867.266
3126.79	951.065
3126.07	821.58
3125.36	908.858
3124.64	831.841
3123.93	877.157
3123.21	898.002
3122.5	859.449
3121.78	873.305
3121.07	845.243
3120.35	866.081
3119.63	869.455
3118.92	813.475
3118.2	879.69
3117.49	851.647
3116.77	868.98
3116.05	882.818
3115.34	858.275
3114.62	816.297
3113.9	861.529
3113.19	830.023
3112.47	819.449
3111.75	903.014
3111.03	888.946
3110.32	874.882
3109.6	961.891
3108.88	926.913
3108.17	867.555
3107.45	839.567
3106.73	835.969
3106.01	853.269
3105.29	901.904
3104.58	898.299
3103.86	845.956
3103.14	870.206
3102.42	971.018
3101.7	852.569
3100.98	866.37
3100.27	894.083
3099.55	900.918
3098.83	866.015
3098.11	897.194
3097.39	917.934
3096.67	865.66
3095.95	865.542
3095.23	844.57
3094.51	875.73
3093.79	899.933
3093.07	878.965
3092.35	861.476
3091.63	857.885
3090.91	836.932
3090.19	836.817
3089.47	899.195
3088.75	840.06
3088.03	909.362
3087.31	864.123
3086.59	884.824
3085.87	915.928
3085.15	881.113
3084.43	901.803
3083.71	846.192
3082.99	849.544
3082.27	873.697
3081.55	877.044
3080.83	928.916
3080.1	897.598
3079.38	887.08
3078.66	817.665
3077.94	911.087
3077.22	820.905
3076.5	910.838
3075.77	973.043
3075.05	941.749
3074.33	879.308
3073.61	879.187
3072.89	879.067
3072.16	920.472
3071.44	892.666
3070.72	847.571
3070	968.52
3069.27	951.095
3068.55	933.675
3067.83	881.683
3067.1	905.763
3066.38	916.009
3065.66	867.497
3064.93	998.695
3064.21	929.454
3063.49	929.327
3062.76	846.297
3062.04	908.35
3061.31	908.225
3060.59	963.347
3059.87	842.382
3059.14	887.141
3058.42	907.729
3057.69	924.859
3056.97	886.777
3056.24	934.956
3055.52	924.48
3054.79	976.09
3054.07	917.33
3053.34	889.619
3052.62	889.497
3051.89	913.506
3051.17	927.168
3050.44	861.562
3049.72	895.902
3048.99	961.241
3048.27	895.657
3047.54	940.312
3046.81	922.963
3046.09	922.837
3045.36	1008.78
3044.64	898.487
3043.91	922.458
3043.18	867.268
3042.46	911.883
3041.73	970.248
3041	918.514
3040.28	904.629
3039.55	1004.24
3038.82	887.188
3038.1	852.684
3037.37	952.263
3036.64	897.136
3035.91	890.14
3035.19	917.509
3034.46	941.434
3033.73	944.741
3033	910.262
3032.28	934.179
3031.55	934.051
3030.82	995.727
3030.09	916.63
3029.36	1036.65
3028.63	991.886
3027.91	929.981
3027.18	977.89
3026.45	953.741
3025.72	987.913
3024.99	956.91
3024.26	953.35
3023.53	1011.51
3022.8	949.66
3022.07	983.81
3021.34	966.538
3020.62	966.405
3019.89	1027.95
3019.16	1014.11
3018.43	900.923
3017.7	979.577
3016.97	986.292
3016.24	1013.55
3015.51	986.022
3014.78	965.348
3014.05	961.793
3013.31	975.35
3012.58	968.373
3011.85	1050.35
3011.12	961.266
3010.39	1009.02
3009.66	998.623
3008.93	947.194
3008.2	970.997
3007.47	1008.47
3006.74	1004.91
3006	984.269
3005.27	926.043
3004.54	1011.33
3003.81	1038.52
3003.08	1024.72
3002.35	1004.09
3001.61	1014.19
3000.88	1007.23
3000.15	1000.26
2999.42	1030.84
2998.68	1037.53
2997.95	1027.15
2997.22	1023.6
2996.49	1067.81
2995.75	1088.13
2995.02	1016.36
2994.29	1070.78
2993.55	1063.81
2992.82	1039.8
2992.09	995.347
2991.35	1080.42
2990.62	1073.45
2989.89	1059.68
2989.15	1001.62
2988.42	1117.3
2987.68	1069.46
2986.95	1059.1
2986.22	1096.41
2985.48	1103.07
2984.75	1147.17
2984.01	1140.2
2983.28	1078.79
2982.54	1122.88
2981.81	1132.93
2981.07	1146.38
2980.34	1129.22
2979.6	1152.87
2978.87	1118.71
2978.13	1125.36
2977.4	1128.6
2976.66	1186.23
2975.93	1107.9
2975.19	1172.31
2974.45	1114.39
2973.72	1073.47
2972.98	1182.02
2972.25	1175.06
2971.51	1161.32
2970.77	1215.49
2970.04	1161
2969.3	1215.15
2968.56	1245.53
2967.83	1157.13
2967.09	1211.26
2966.35	1224.66
2965.62	1221.1
2964.88	1200.59
2964.14	1291.98
2963.4	1268.07
2962.67	1179.75
2961.93	1308.4
2961.19	1267.55
2960.45	1263.99
2959.72	1280.76
2958.98	1290.74
2958.24	1273.63
